uid,restaurant name,rating,content,Label #1,Label #2,Label #3,Label Eval
ChdDSUhNMG9nS0VJQ0FnSUMwNE1LRG5RRRAB,Malaysian Hup Kee Fishball Noodle (AMK),5,"Very friendly stall owners, everything is handmade. It's $4 for a regular, $5 for a large bowl, the ingredients are definitely of good quality and they sell out by 12.30pm ish so be sure to get there early, I went there at 12pm for 3 days and they were all out. The noodles are made locally and their chilli packs a punch",,,,
ChZDSUhNMG9nS0VJQ0FnSURtb05yeEd3EAE,Din Tai Fung,3,"Standard tasting stuff at a steep price. Ordered via Grab. Extra charges apply.

Fried Rice with Eggs($9.90)
Fried Rice with Shredded Pork & Eggs($12.50)
Fried Rice with Pork Chop($15.30)
Noodle with Minced Pork in Bean Sauce($11.90)
Crispy Golden Prawn Pancake($12.30)
Oriental Wantons in Black Vinegar & Chilli Oil($11)
Vegetables & Pork Wantons Tossed in Well-Seasoned Chicken Broth($10.50)
Stir Fried Spinach with Garlic($13.30)
Sliced Duck in Crispy Spring Onion Pastry($10.30)
Steamed Vegetable & Pork Dumplings(6 pcs)($9.90)",,,,
ChdDSUhNMG9nS0VJQ0FnSUNtbGR5azZ3RRAB,Hi Leskmi Nasi Lemak,2,After a 2 year break (thanks COVID) had a chance to try this again. Have to say I am very disappointed as the price vs quality and quantity has dropped by so much. There is much better fare to spend your $ and appetite on in this place,,,,
ChZDSUhNMG9nS0VJQ0FnSUR1dmRibEtBEAE,Gim Tim Restaurant,5,efficient service,,,,
ChZDSUhNMG9nS0VJQ0FnSUMyeXRMSFR3EAE,Jing Hua Xiao Chi Singapore,3,"For now , no matter what you order, you aren’t disappointed. It’s not particularly tasty but it’s not bad.",,,,
ChdDSUhNMG9nS0VJQ0FnSURBMVpIVmdRRRAB,Old Chang Kee,5,Yummy!,,,,
ChdDSUhNMG9nS0VJQ0FnSURBNUxXTzNnRRAB,Ah Gu Kaka Wa 国昌川味馆,1,Did not patronise but was at Djitsun mall today and saw a member of staff wearing her apron into the toilet cubicle. After coming out she left the toilet without washing her hands. Disgusting standards of personal hygiene. Plus f&b staff are generally not supposed to wear aprons to the bathrooms - how could they allow that?,,,,
ChZDSUhNMG9nS0VJQ0FnSUNlbV9hcUl3EAE,Jing Hua Xiao Chi Singapore,4,"Juicy gyoza, xiaolongbao, chinese pizza, xiumai, spring roll and variety of dim sum for reasonable price. Frozen dim sum is also available for take away.
Spring roll was very very hot. Be careful!!",,,,
ChZDSUhNMG9nS0VJQ0FnSUNldE9xSlFBEAE,COLLIN’S® @ Jubilee Square,4,"Good variety of dishes, from appetizers to mains. Quality and taste of most of their food are above average. A few items l'll always order when l'm there are their mushroom soup, angus beef and seafood risotto. Another couple of positives are their fast and efficient service and  reasonable prices.",,,,
ChZDSUhNMG9nS0VJQ0FnSUN5cE1UNlFnEAE,Rathana Bhavan Indian Vegetarian Restaurant (B2 Kopitiam) - Yishun North Point,5,Went with group of my friends . we had variety s of Indian vegetarian food it's very delicious 😋 yummy... Even thow very bc they did very good customer service.,,,,
ChdDSUhNMG9nS0VJQ0FnSURLNUxmX2hBRRAB,Srisun,5,"A really chill place with many other shops nearby, the food was great and service was even btr",,,,
ChdDSUhNMG9nS0VJQ0FnSUNXMmJPd3ZnRRAB,Signature Restaurant & Bar - Best Briyani and Grill chicken,5,Quality and taste of food very nice,,,,
ChZDSUhNMG9nS0VJQ0FnSURBMGNtLUpREAE,Malaysia Local Delights,4,"The food here is OK. You can have them fried the item you want or cook it yourself in the soup of your choice. If you plan to eat a lot, you can go for unlimited stick and it comes with drink and ice  cream",,,,
ChdDSUhNMG9nS0VJQ0FnSURVXy0zMmlnRRAB,Aman Restaurant,4,Your daily mamak meal fix. Personal favourite will be the thosai and murtabak sardine.,,,,
ChZDSUhNMG9nS0VJQ0FnSUNtN3VhNGR3EAE,Springleaf Prata Place,4,"The lunch specials are quite a fair deal. The chicken in the biryani was good, although the rice wasn’t as fragrant or flavourful as it could be. The Prata Them All set was a hefty portion, as was the mini Ultimate Murtabak (can’t imagine what the regular size would be!). All considerably tasty and good value.

However, what I recommend is the plain prata—crispy and delicious without being overly oily. Sometimes simplest is best. I accompanied it with curry mutton and seasonal vegetables from the à la carte menu, though I would try something else, as the mutton was chewy and the vegetables (eggplant) absorbed too much oil. Regardless, flavours were palatable.

I had my first ever teh tarik, which was aromatic and sweetened just the right amount. Overall, a satisfactory meal. I’m glad to have found some good prata nearby. Next time, we will have to order conservatively because the food was heavy.",,,,
ChdDSUhNMG9nS0VJQ0FnSURNcUxmeDVnRRAB,JJAK & CO. Tai Seng Centre,4,"Went here for a quick lunch from office, around 10 of us. Got in early so got food fast, there was quite a waiting when we were leaving.
The food itself was good, I had the teriyaki salmon. The service was very good, I had a special request and they remembered it even with all the rush.",,,,
ChZDSUhNMG9nS0VJQ0FnSURPLXNqalJREAE,Ichiban Boshi (Jurong Point),2,"Stood at the waiting line around 5pm, nobody was there to serve us for quite some time. The service not up to standard. Most of the dishes were served either warm or cold, only the green tea was hot, everything here was underwhelming. Total damage $85++",,,,
ChdDSUhNMG9nS0VJQ0FnSUN1OFpyZXRnRRAB,Springleaf Prata Place,3,"Happy with food and drink ordered. But wasn't impressed with the cashier staff who cleared tables, and swept crumbs and bits onto the floor instead of clearing it up properly. He even flicked the table cloth so that allthe stuff collected on it goes onto the floor!

Eye sore when you are eating and you see the dirtied floor and smashed food cos people stepped on it.",,,,
ChZDSUhNMG9nS0VJQ0FnSUNLeGJ2ak9nEAE,Donburi no Tatsujin,2,"amazing gyudon soaked in oil.... how does anyone deserved to be served this? this is not how gyudon is served in japan either.
hoping this is a mistake, may try again but can’t say I want to for S$11.",,,,
ChdDSUhNMG9nS0VJQ0FnSUNndk1EY3h3RRAB,Traditional Penang Food,3,"The place is alright I Guess if you are in the neighbourhood and wants to eat Penang food. It is no difference in hawker centre food. While the fried kway Tiao is not oily, it is also very bland. The Penang laksa tasted better but not as favourful as expected. The prawn noodle I believe it’s a murdering tool, who puts a big pile of chilli in a small bowl of food. The chendol definitely can skip. Take note this is a cash term only shop.",,,,
ChZDSUhNMG9nS0VJQ0FnSUNlcWVTeWRBEAE,Signature Restaurant & Bar - Best Briyani and Grill chicken,4,"(Translated by Google) good

(Original)
不错",,,,
ChdDSUhNMG9nS0VJQ0FnSUNleFpDXzB3RRAB,Malaysia Boleh @ Jurong Point,4,"Wide range of Malaysian food from popular tourist spots. Food taste okay and slightly resemble Malaysia's. For those craving for Malaysian food, can try it here. Try to avoid peak hours such as lunch or dinner hours because it's similar to foodcourt and your have to ""chop"" your own seats. 😂",,,,
ChZDSUhNMG9nS0VJQ0FnSUQyM095VllnEAE,Shanghai Tan Pan Fried Bun,5,"Great food and service. We had great experience there.

Xiao long baos were juicy with super delicate skins thin, a little elastic and soft.

Regarding the Shen Jian Baos, from their skin to the filling everything about this dumpling is perfect.

The drunken chicken was succulent, juicy and tasty.

Will come back soon!",,,,
ChZDSUhNMG9nS0VJQ0FnSUQyaVlubk13EAE,Mukjja Korean Chinese Restaurant,1,"I always go to eat there for years, I likes the food even though the boss go back Korea and close the restaurant without noticing. Until now, they asked me to stay outside for takeaway. There isn’t by government regulations and there no guest except me. It’s hot and no chair outside , I’ll never go back…",,,,
ChZDSUhNMG9nS0VJQ0FnSUQ2LXRMM2ZREAE,Ah Gu Kaka Wa 国昌川味馆,1,"Service Bad. attitude is terrible.
Their Restaurant At Amk Dijtsun Mall. ytd i take away Mala xiang guo. While i  was eating I found that inside the food got a piece of rubber band. I came to exchange but staff didnt say sorry. the 2nd time still got the rubber band. so i told them. But all staff showed the black  face and told me ""You come again?"". ""The rubber band doesn't belong to us, it is your rubber band. We dont have that kind of rubber band"". Omg! I just bought only. Their attitude was like I owe them money. That's unacceptable. Please look in to it seriously if u still want to continue the business in this COVID 19.  U noe This issue i can report ur restaurant To NEA",,,,
ChdDSUhNMG9nS0VJQ0FnSURPaWNlMG5nRRAB,Yakiniku-GO @ Jurong Point,4,"Great concept of bringing affordable yakiniku to the masses. Menu can come across as beef heavy although lamb, chicken, and seafood options are available. Wagyu is available. Ingredients are fresh but portion is small. Grilling is diy and smoke control is pretty good. Service crews were attentive.",,,,
ChdDSUhNMG9nS0VJQ0FnSUM4N1piTjFBRRAB,WANG THAI KITCHEN 泰国美食,4,Cosy & relax restaurant Thai Kway Chap since 2014 highly recommended served in claypot top it up with a cup of Thai milk tea to sweeten your day,,,,
ChZDSUhNMG9nS0VJQ0FnSUQybEpmS0NBEAE,Penang Delights,3,Prawn noodle was not bad but lor mee so so only,,,,
ChZDSUhNMG9nS0VJQ0FnSURPdWRId2VREAE,Lao Beijing Square 2,5,Very tasty chinese food. French bean(干扁四季豆)in particular was the best I have ever had. Also ordered their Zhenjiang Pork Rib (镇江排骨) and Poached Sliced Beef in Spicy Sauce (水煮牛肉) which were both very good as well. Overall a very enjoyable meal.,,,,
ChdDSUhNMG9nS0VJQ0FnSUNFNll6R3dnRRAB,TORI-Q @ AMK,5,Love their fried chicken. It's real good,,,,
ChdDSUhNMG9nS0VJQ0FnSURLZ0lpZmlnRRAB,Yellow Pot Tanjong Pagar,5,"Food was great. We started with the tomato, it was refreshing, mildly sweet and a little tart, a great way to whet your appetite at the start of the meal. The beef was really really good, topped with fried slices of garlic, roasted like a teppanyaki style. Overall all the dishes were good, overall a very enjoyable range of food. The desserts were not overly sweet, balanced and a great way to leave the meal without feeling too heavy. The service was really good.

The ambience was really nice, modern without being too cold. My only critique is a lack of ambient music to set the mood.

Regarding the service, I guess much of the reviews were from a long time ago, but my experience here was amazing. The staff was attentive and anticipates your needs. We went for a birthday and when we needed the cake, we only needed to look at the staff and the Caucasian staff immediately understood. And even suggested the right portion of desserts for our party. Really appreciate his attitude and level of service. Salute.

Highly recommended place.",,,,
ChdDSUhNMG9nS0VJQ0FnSUR5d3B1OXNnRRAB,Kotobuki,5,"Great, authentic Japanese food served in a homely environment.",,,,
ChdDSUhNMG9nS0VJQ0FnSUR3b29TanpnRRAB,Soi 47 Thai Food,4,"New experience with Thai food.. Nice taste of each dishes... Suggested the Green Curry very delicious. Pineapple rice is a must into the dinner...
Favolous taste is dessert D1 made with sago and cocco, a taste never try, wonderfull..",,,,
ChZDSUhNMG9nS0VJQ0FnSUNlcnZ5M1d3EAE,Prata Wala Jurong Point,1,Worst service ever. The sever in black is rude and should not be in service line. A simple request of asking a plastic seems a big deal for her. Slam my food on the glass counter.,,,,
ChZDSUhNMG9nS0VJQ0FnSURPOHIzQUN3EAE,Swatow Seafood,3,Old school dim sum house with waitresses pushing dim sum carts around. Taste is avg.,,,,
ChdDSUhNMG9nS0VJQ0FnSURJeWZyY2x3RRAB,Long Jiang Chinos,4,Food are nice and price are cheap!!!,,,,
ChdDSUhNMG9nS0VJQ0FnSUM0akphS3pBRRAB,唐大小姐过桥米线Mademoiselle Tang Noodle,5,Nice and affordable breakfast and lunch place!!! You are also able to customize your noodles (though I felt like trying their rice instead). Will be back to try their cross-bridge noodles 😁,,,,
ChZDSUhNMG9nS0VJQ0FnSUNHdGNxMlJnEAE,TORI-Q @ AMK,5,Value for money and doesn't disappoint!,,,,
ChdDSUhNMG9nS0VJQ0FnSURXdklmcXNBRRAB,Douraku Sushi,3,Decent..,,,,
ChZDSUhNMG9nS0VJQ0FnSURxOXZiUVh3EAE,Malaysia Chiak @ City Square Mall,4,"Decent prices n good local food.
Staff are rude n impatient however can get on after payment n dig into your meal right after. Ample seats around a break from shopping.",,,,
ChdDSUhNMG9nS0VJQ0FnSUMyb3ZxN3BnRRAB,AL Zouq Foods & Caterer,5,Not bad. With good Dum briyani and local dishes. Halal. Clean.,,,,
ChZDSUhNMG9nS0VJQ0FnSURTNzRuYUNnEAE,umisushi Ang Mo Kio Hub,3,Japanese food,,,,
ChZDSUhNMG9nS0VJQ0FnSURVM09TX1ZREAE,Sedap!,5,"Delicious food and tastes authentic
👍🏻👍🏻👍🏻staff are also very patient",,,,
ChdDSUhNMG9nS0VJQ0FnSURxc08ydDR3RRAB,Ichiban Boshi (Jurong Point),5,"Did a takeaway for the sushi and not disappointed. Fresh and reasonably priced, with many varieties to choose from. Spoilt for choice!",,,,
ChdDSUhNMG9nS0VJQ0FnSUNHclotVXJnRRAB,Sinar 456 Malay Seafood,4,I find the portion is big if you eat there compare to packet..price reasonable.,,,,
ChdDSUhNMG9nS0VJQ0FnSUNxN05PVzZBRRAB,Grains & Hops Food Court Bistro,4,"Select Group Cloud Kitchen opened within Grains & Hops on 29 May 2021, at #02-01. Basically they took up 4 stall space and offer delivery/takeaway for 7 brands (see pictures for brands available).

Ordering can be done through the 2 kiosks available, payment only by Nets. For customers who may need help, there is a counter where you can place order with staff but payment also by Nets only.

Once order is ready (you can order from any combination of stalls), you will get a receipt with a number, look out for your number on display and then collect from the numbered locker.

How to get there: bus stop after mosque along Braddell Road, just in front of Blk 978 Toa Payoh North building. Grain & Hop is on level 2, access by escalator (see picture).

If driving, you can park at the MSCP within blk 978, as open air car park mainly for season (but on Sunday quite empty). Alternative is to park at Blk 199 Toa Payoh North open air carpark just behind the industrial estate, short 5 min walk.

Enjoy!",,,,
ChZDSUhNMG9nS0VJQ0FnSURnMHBEQ01BEAE,Srisun,1,"Worst place ever! Took so long to make my two prata and when I asked for it shown me stupid face and asked me again what’s my orders like a gangster.(the younger staff). I have been here for many years all elderly staff don’t do that. That’s 7am and the Coffeeshop really not so busy yet, if u not happy don’t sell here.Refused to give me curry and I have to ask for it! Prata don’t come with curry??? The Rivervale crescent branch (Seng Kang) Blk 178.",,,,
ChZDSUhNMG9nS0VJQ0FnSUN3dnVYb1JREAE,Hong Kong Street Family Restaurant,5,Nice hor fun. Love it. Really crowded tonight. Incredibly popular. Simply because they serve really good dishes. Really good.,,,,
ChdDSUhNMG9nS0VJQ0FnSUQ4bWNfLXd3RRAB,Anson Town Bistro,5,"Cosy environment. They do sell beers at night. If you prefer quiet place with some decent foods, this could be your choice. They are located at industrial area.",,,,
ChdDSUhNMG9nS0VJQ0FnSUM2NXRlZnVRRRAB,Takagi Ramen - Ang Mo Kio,4,"Visited this outlet yesterday to try their ramen. The prices are really more affordable than usual ramen restaurants. Generous portions given for all noodles and free extra noodles too!

The broth is not bad, not too oily imho while the char shu is average, although they do put in a lot of pieces :)",,,,
ChdDSUhNMG9nS0VJQ0FnSUNpNHBTOGl3RRAB,Ichiban Sushi (Ang Mo Kio),5,Ichiban Sushi is one of my fav sushi place.Aaahh their salmon mental sushi is one of their new dish and its just so delicious and pleasurable. Beautiful ambiance and the prices are affordable. You can eat everything here and they provide big meals☺️Truly perfect for me and my friend❤️Definitely will recommend it and see you again❤️,,,,
ChZDSUhNMG9nS0VJQ0FnSURXdzV5Y05BEAE,Phoenix Indian Restaurant,1,"good food, but when order thru online food apps, rejects the order after confirmation at the door step for self collection.
Poor customer service",,,,
ChdDSUhNMG9nS0VJQ0FnSURHM0pTUmpBRRAB,TANOKE,5,"Was once the old Mikkeller bar before covid hit.
Now it same floors brings new exciting food and beverage paring adventures.",,,,
ChZDSUhNMG9nS0VJQ0FnSUQyeV9ENFBBEAE,Muslim Delights Malay Food and Noodles,5,"Best Malay food in this area, a bit pricey but worth it for their fried chicken and squid.",,,,
ChZDSUhNMG9nS0VJQ0FnSURPemR5TlBnEAE,Western Food Stall,1,CHICKEN CUTLET FULL OF FLOUR,,,,
ChZDSUhNMG9nS0VJQ0FnSURlMkl2UlBnEAE,Al Mubin Restaurant - Ang Mo Kio,5,"Solid flavourful maggie goreng mutton and teh o ice.

Supremely good supper place. Will be back 24/7!",,,,
ChdDSUhNMG9nS0VJQ0FnSUNxeE9qaHR3RRAB,Indian Banana Leaf Restaurant,5,Very nice,,,,
ChdDSUhNMG9nS0VJQ0FnSUNlMVBmNW93RRAB,Rasa Sayang Western Food,4,"Great food from both outlets but the one at the s11 got some rude stall assistant ,ask him what time they opening(I was there at 12pm) ,he just no open rudely,n shoo me away ,from that day ,I just go to the one opp the AMK mall ,where the old stall assistant moved to n for the food ,go for the sunny egg fried rice, spring chicken n both the chicken n pork chops r great",,,,
ChZDSUhNMG9nS0VJQ0FnSURXOHJ6M0RnEAE,Traditional Penang Food,1,1st visit giving bad experience to me and my wife. ordered the drink doesn’t deliver to us. The staff was told us we ordered 3 food with 1 drink. My order is 2 food and 2 drink. She didn’t check my order and listen wrongly. The kitchen staff giving that kind of eyes contact to us which make us feel like we are wrong at 1st. if possible i will give 0 star to this outlet.,,,,
ChdDSUhNMG9nS0VJQ0FnSUNtMkwzWnZBRRAB,Takagi Ramen - Ang Mo Kio,5,"Wow very nice. Authentic taste at 3am. Got the Takagi ramen. Close to Tonkotsu. Very nice broth. Chashu a bit thin like ham, but for $6 how to complain. Super value.

Venue a bit tight but ok. If you go late the tray collector thing gets filled so old soup bowls overflowing.

Got ePay but nets only. Parking’s a bit far unless gamble right up front.",,,,
ChZDSUhNMG9nS0VJQ0FnSURPcHQ3V0FnEAE,Cava Singapore,4,"Went on a weekday afternoon for lunch, not much crowd on a weekday. This cafe is quite spacious, have an outdoor and indoor seating area. I ordered the Chicken waffles Chicken was tender and delicious. The only complain was quite warm indoor, seem like the air-conditional is not working. Overall, wonderful place to chill and will visit again.",,,,
ChZDSUhNMG9nS0VJQ0FnSUQyOG9ubEl3EAE,Chirashi Sora,5,"Fresh, beautifully prepared and great variety.",,,,
ChZDSUhNMG9nS0VJQ0FnSUN1OGViX0hREAE,A Hot Hideout,5,Probably the best mala hotpot.,,,,
ChZDSUhNMG9nS0VJQ0FnSURzd05LQ1lREAE,Hi Leskmi Nasi Lemak,1,These guys are super rude and arrogant. Both the younger and old guys are rude to the customers. First off the nasi lemak is just average but sometimes there is a queue. I think he has enough business and that made him very arrogant and atrocious. Bad service and very bad attitude.,,,,
ChdDSUhNMG9nS0VJQ0FnSUM4azVtMWlnRRAB,Pin Hsiang Family Restaurant,4,"Pin Hsiang Family Restaurant is an air-conditioned place where my family often goes to for affordable and tasty meals.

The prawn rolls are crispy and goes well with the sweet dark sauce. The texture of the omelette is nice and it's one of my favourite dish. Fish is served with mushroom but the taste is slightly on the bland side. Broccoli with scallops are ok. They served homemade barley. The rice portion is on the high side for me to finish one plate. You can consider sharing the rice if you are not a big eater.

Service of staff is merely taking orders and serving which could be improved simply by giving a smile to customers.

#ILovePinHsiangFamilyRestaurant",,,,
ChdDSUhNMG9nS0VJQ0FnSUNHd3NyUGh3RRAB,Selera Rasa Nasi Lemak,5,"Good taste nasikemak, wonderful breakfast",,,,
ChdDSUhNMG9nS0VJQ0FnSURpX0l5VHhBRRAB,Penang Delights,1,"Soup is rich and tasty, but uncle was extremely rude. I queued up at 12:30 pm (lunch time) and ordered 4 portions of prawn mee to go. He told me in chinese language that 4 portions will jam up the queue behind me and shouted to the 3 people behind ‘you got to wait because she ordered 4 portions’. I felt embarrassed. Now looking back, shouldn’t you expect such orders in the F and B industry? Are you sure you want to treat your patrons who support your business this way? Such an attitude was off-putting and destroyed my appetite. I would not be buying my prawn mee from this place again.",,,,
ChZDSUhNMG9nS0VJQ0FnSUN1ck9YM0ZREAE,Malaysia Boleh,3,"I came back for this bowl. Probably the only competent chili ban mee in the area. Toothsome noodles, topped up for extra veg and the amount was generous.

Unfortunately I won't be back save for at odd hours. Queue management is terrible for this stall. I wasn't given a buzzer or any indication of when my food might be ready, so I hovered at the counter, getting more and more demoralised with every order that wasn't mine. It's good but not enough to warrant a 20 mintue wait. There weren't enough seats on a weekday at lunch either.

Pandan waffle is dense and kueh like. That suits me fine. The blueberry spread is a no go unless you want diabetes.",,,,
ChdDSUhNMG9nS0VJQ0FnSUMybDZfS29RRRAB,Malaysia Boleh @ Jurong Point,5,"A very healthy choice of Yong Tau Fong here.  Soup is not overly salty but sufficiently savory to the taste bug. 👍🏻👍🏻

My second visit with 3 pax. We tried out the char pot rice, KL Hokkien mee and last the oyster omelette. The best I liked is the oyster    omelette. Each bite of it comes with a flavorful taste. The stall selling both the oyster omelette and pork noodle. So do expect some waiting time.",,,,
ChZDSUhNMG9nS0VJQ0FnSUM4MXMyalhREAE,Hai Zhong Bao Live Seafood,5,"For 3 of us, we ordered the pork ribs, sambal kangkong and clay pot bean curd with 3 rice. Total $29.10 ... I like that they deep fry the pork ribs first then coat with savoury sweet sour sauce. The sambal kangkong was also delicious. Fried with enough ""haebi"" giving it a robust sambal belachan taste. I've eaten the same stuff elsewhere but it was another level up over here.  Highly recommended. Sorry for not having photos as we walloped the food and then realising after that we should have.",,,,
ChdDSUhNMG9nS0VJQ0FnSUNHNUllMTVBRRAB,Mouth Restaurant - 地茂馆,4,"Coffee rib is tasty! Food prices if have discounts, is acceptable. Food in general not bad but beware the portions only come in family size portion. Can be too much, given the 2 pax covid dining restrictions now.",,,,
ChdDSUhNMG9nS0VJQ0FnSURtbUl2ejd3RRAB,Lark Lark Mookata - GARDEN by the BEER,5,Good food.. affordable price,,,,
ChdDSUhNMG9nS0VJQ0FnSURDNGFyU21BRRAB,Mun Zuk 满粥,5,"If u want awesome porridge,u gt to come here!",,,,
ChZDSUhNMG9nS0VJQ0FnSUNleGFMT2JREAE,Cava Singapore,4,"Visited the place on a weekday afternoon and was delighted that there’s no crowd. Huge space with ample seating area. Had the fried chicken, sakura pasta and the creamed corn (CCB).

The pasta and chicken were great but the corn was just alright. The sour cream was not a good addition to the corn. Drinks were on the expensive side too.",,,,
ChdDSUhNMG9nS0VJQ0FnSURtZ1pXYnlBRRAB,Soi 47 Thai Food,5,"My second time back at the Toa Payoh branch, i was surprised that the waitress recognised and greeted me like an long time customer. Was recommended to try their steam fish with lime sauce. Me and my girlfriend like it very much. Thank you for the friendly gesture
and great recommendation. I will be back to try other dishes. 😄",,,,
ChdDSUhNMG9nS0VJQ0FnSURpc09YaHh3RRAB,The Famous Kitchen,4,"To be fair, I find it quite difficult to award 5 stars for take-aways as food quality is usually compromised during travelling but this restaurant deserves at least 4.5 stars. My family loves the deep-fried pork belly with fermented beancurd with garlic skin on. The noodles were a little on the bland side but that's okay because chilli padi and sambal sauces were given to complement the taste. The wok fried squid with chinchalok is a unique item on any zi char menu!",,,,
ChZDSUhNMG9nS0VJQ0FnSURZamZtU2ZBEAE,Malaysia Local Delights,5,"Very nice place, clean and bright. The lady boss was very kind and thoughtful. Kept checking on us throughout the nite. Food was decent and will solve your cravings for Malaysian food.",,,,
ChdDSUhNMG9nS0VJQ0FnSUNPME1xRjlRRRAB,Wee Nam Kee Hainanese Chicken Rice Restaurant,5,"Food so good, the owner is so nice n hospitable. He speaks English well. We paid $20 for 2 sets.
Satisfied with this!",,,,
ChZDSUhNMG9nS0VJQ0FnSURtNHZtNkNBEAE,Chirashi Sora,5,Arrived here 9.40pm but was told last order already despite the operating hour states until 10:30.  Wasted the effort to travel all the way here 🥲 will try my luck again next time,,,,
ChZDSUhNMG9nS0VJQ0FnSUNtdXRHdlRREAE,Yakiniku-GO @ Jurong Point,5,Located at B1 near the end of the Japanese Street food section. Waiting time not too bad if before or after the peak hours. Just wish they had free flow cold green tea,,,,
ChdDSUhNMG9nS0VJQ0FnSUMyaHRQc2t3RRAB,Suki-Suki Thai Hot Pot @ SAFRA Toa Payoh,2,"Had a family dinner here for 10 pax. Entering the restaurant was painless after reservations made earlier.
Service - I was disappointed with the lack of attention to our table and the very slow drip of replenishment food which we had ordered through the website. Initial round of meats and other condiments served barely covered the amount of people we had in our table which resulted in each person only having a piece of meat before running out. We had to order again through the website ordering system and waited more than 20 mins for them to actually give us more food. Regrettably this only happened after I had to literally chase down a staff at the other end of the place and complain.By the way I don't blame the staff for the restaurant being clearly short handed.
Foodwise the quality given was average at best which did not match the asking price for a buffet . For reference per head we were charged SGD 35++ per adult not inclusive of an additional optional charge of SGD4.90 ++ for free flow drinks / desserts. For that price in comparison would have expected prawns to be available but this was only available if you add a further charge for premium meat/seafood. which would have brought the price up per head to SGD 50++.You could get a buffet with oysters / prawn at a hotel at that price.
In conclusion I would not recommend the restaurant at this moment due to food quality versus price asked.",,,,
ChZDSUhNMG9nS0VJQ0FnSUMyb3JHc1l3EAE,Springleaf Prata Place - SAFRA Jurong,4,"(Translated by Google) Super crispy coin prata and the Gao pull! ⁇

(Original)
Super crispy coin prata and teh tarik Gao! 😋😋",,,,
ChZDSUhNMG9nS0VJQ0FnSUN1dE5mV2VnEAE,Zhenwei ZiChar,5,Have been a regular at the stall especially enjoyed their claypot tofu which comes with lots of gravy. First time ordered delivery as my whole family down with Covid-19 and they willing agree to deliver despite knowing our conditions. Thanks so much!,,,,
ChZDSUhNMG9nS0VJQ0FnSUNlbmFqVEJREAE,Shanghai Renjia,3,Mainly Shanghai dumplings ( steam and pan fried ). Stir fried vegetables is delicious but the noodles is a bit sweet.,,,,
ChZDSUhNMG9nS0VJQ0FnSUNjOV9uNENnEAE,Xi Yan Maxwell,5,"Due to the Covid-19 situation we tried their take-away menu and it was absolutely fantastic.
We could taste the care about ingredients, the research behind every plate. A selection of the very best of Chinese/Thai cuisine. Very happy.",,,,
ChdDSUhNMG9nS0VJQ0FnSUNHNUtYNW5RRRAB,Douraku Sushi,5,"Tried the 1 for 1 don. It's delicious n nicely packed for takeaway. We opted for the unagi don and a big piece of unagi was given.The food was still warm upon correction eventhough I pre-ordered and was late for collection. The staff was also very helpful and friendly to double confirm my order, providing good direction of the place and bringing the food and credit card terminal out so that I don't need to step into the restaurant and do safe entry. 👍👍",,,,
ChZDSUhNMG9nS0VJQ0FnSUQ2Z3NUMUl3EAE,Yellow Pot Tanjong Pagar,5,"Had a fantastic breakfast here as part of our staycation. Everything is lovingly made in house from their croissants (SO good!) to their hollandaise and English muffins. The coffee is also excellent. Service was top notch, too, kudos to the kind and professional team! Only regret is we devoured the eggs Benedict before we could take a pic :) it comes with a hearty portion of prosciutto and spinach and was served with perfectly poached eggs.",,,,
ChZDSUhNMG9nS0VJQ0FnSUN5dlk2UWZ3EAE,Vincent Western Food,4,"This old school western food stall located in AMK Central Market, has been around for years. They sell affordable old fashioned western food like chicken cutlet, fish & chips, mixed grill with sides baked beans, fries and salad.

Their mains are served in generous huge portion, covering almost half the size of the plate, which you can see from the pictures. Fried with a crispy outer layer, the meat within is thick and filling too. It brings back wonderful childhood memories of myself, eating plates of oversized chicken cutlet with same cheap side dishes like canned beans and coleslaw.

Their food is wallet friendly and definitely worth the try.",,,,
ChdDSUhNMG9nS0VJQ0FnSUNlN0pydm5nRRAB,Super Thai by Soi Aroy,4,Reasonable prices great food. Pleasant environment for a Thai food. Dinner time could be quite crowded.,,,,
ChdDSUhNMG9nS0VJQ0FnSUMyMTR6cnN3RRAB,Bangkok D.K Thai Food,5,"Ordered steam sea bass , kangkong, prawn cake and tomyun with 3 rices.
Cost $50
Fresh and tasty. One of the thai stall that I will patronize often.",,,,
ChZDSUhNMG9nS0VJQ0FnSUNpdkp2ZkV3EAE,Kinzan-Ya Japanese Restaurant 金山屋,3,"$18.90 Unagi Set Meal (After Taxes ~$23)
Took ~ 15 mins to Prepare (non-peak hour)
Service (7/10) waitress was friendly

Unagi - (7/10) Acceptable Portion and Standard
Ebi - (5/10) Meh. Like Food Court Japanese store standard
Rice (5/10) just your normal rice or u could add $2 upgrade to “sushi rice”
Miso Soup (5/10) standard not outstanding

Unlikely to come back again as there are better options at this price point.",,,,
