restaurant name,rating,content,label,content_clean,Tokenized,predicted_subjectivity
PUTIEN,5,"Had a pleasant birthday dinning experience. Food is great (not too salty). Particularly liked the yellow croaker fish, which is very fresh and tender. The service staff went the extra mile to play the birthday song and sang birthday wishes with us. They also gave us a free fruit platter.",1.0,Had a pleasant birthday experience Food is great not too salty Particularly the yellow croaker fish which is very fresh and tender The service staff went the extra mile to play the birthday song and sang birthday wish with u They also gave u a free fruit platter,"[[('Had', 'VBD'), ('a', 'DT'), ('pleasant', 'JJ'), ('birthday', 'NN'), ('experience', 'NN'), ('Food', 'NNP'), ('is', 'VBZ'), ('great', 'JJ'), ('not', 'RB'), ('too', 'RB'), ('salty', 'JJ'), ('Particularly', 'NNP'), ('the', 'DT'), ('yellow', 'JJ'), ('croaker', 'NN'), ('fish', 'NN'), ('which', 'WDT'), ('is', 'VBZ'), ('very', 'RB'), ('fresh', 'JJ'), ('and', 'CC'), ('tender', 'VB'), ('The', 'DT'), ('service', 'NN'), ('staff', 'NN'), ('went', 'VBD'), ('the', 'DT'), ('extra', 'JJ'), ('mile', 'NN'), ('to', 'TO'), ('play', 'VB'), ('the', 'DT'), ('birthday', 'NN'), ('song', 'NN'), ('and', 'CC'), ('sang', 'NN'), ('birthday', 'NN'), ('wish', 'JJ'), ('with', 'IN'), ('u', 'JJ'), ('They', 'PRP'), ('also', 'RB'), ('gave', 'VBD'), ('u', 'CC'), ('a', 'DT'), ('free', 'JJ'), ('fruit', 'NN'), ('platter', 'NN')]]",0.5142857142857143
"PEN & INC, NTU",4,They’ve got the best honey lemon tart.,1.0,They  ’ got the best honey lemon tart,"[[('They', 'PRP'), ('’', 'VBP'), ('got', 'VBD'), ('the', 'DT'), ('best', 'JJS'), ('honey', 'NN'), ('lemon', 'NN'), ('tart', 'NN')]]",0.3
Hong Fan Tian Mala Hotpot,5,"This is a small shop I've been to recently. Chongqing spicy grilled fish, double-cooked pork, shredded cabbage, etc. are all good. Basically, according to the local tastes, the dishes are salty and oily, but they are delicious and the prices are very reasonable. With a bottle of ice and snowflakes, that's it. . . You may have to wait for a table during meal times.",1.0,This is a small shop been to recently spicy grilled fish pork cabbage are all good Basically according to the local taste the dish are salty and oily but they are delicious and the price are very reasonable With a bottle of ice and snowflake thats it You may have to wait for a table during meal time,"[[('This', 'DT'), ('is', 'VBZ'), ('a', 'DT'), ('small', 'JJ'), ('shop', 'NN'), ('been', 'VBN'), ('to', 'TO'), ('recently', 'RB'), ('spicy', 'VB'), ('grilled', 'JJ'), ('fish', 'NN'), ('pork', 'NN'), ('cabbage', 'NN'), ('are', 'VBP'), ('all', 'DT'), ('good', 'JJ'), ('Basically', 'NNP'), ('according', 'VBG'), ('to', 'TO'), ('the', 'DT'), ('local', 'JJ'), ('taste', 'NN'), ('the', 'DT'), ('dish', 'NN'), ('are', 'VBP'), ('salty', 'NN'), ('and', 'CC'), ('oily', 'RB'), ('but', 'CC'), ('they', 'PRP'), ('are', 'VBP'), ('delicious', 'JJ'), ('and', 'CC'), ('the', 'DT'), ('price', 'NN'), ('are', 'VBP'), ('very', 'RB'), ('reasonable', 'JJ'), ('With', 'IN'), ('a', 'DT'), ('bottle', 'NN'), ('of', 'IN'), ('ice', 'NN'), ('and', 'CC'), ('snowflake', 'NN'), ('thats', 'NNS'), ('it', 'PRP'), ('You', 'PRP'), ('may', 'MD'), ('have', 'VB'), ('to', 'TO'), ('wait', 'VB'), ('for', 'IN'), ('a', 'DT'), ('table', 'NN'), ('during', 'IN'), ('meal', 'NN'), ('time', 'NN')]]",0.505
Tamako Meal,5,"Excellent no-fuss affordable Japanese food in a homely setting. I love the dashi stock being used and the miso soup was not overly salty, yet very flavourful.

Lower Pierce reservoir is round the corner; very scenic, plenty of monkeys and good for a stroll albeit very humid.

It was full house when I was there. Will visit again.",1.0,Excellent affordable food in a homely setting I love the stock being used and the soup wa not overly salty yet very Lower Pierce reservoir is round the corner very scenic plenty of monkey and good for a stroll albeit very humid It wa full house when I wa there Will visit again,"[[('Excellent', 'NNP'), ('affordable', 'JJ'), ('food', 'NN'), ('in', 'IN'), ('a', 'DT'), ('homely', 'RB'), ('setting', 'VBG'), ('I', 'PRP'), ('love', 'VBP'), ('the', 'DT'), ('stock', 'NN'), ('being', 'VBG'), ('used', 'VBN'), ('and', 'CC'), ('the', 'DT'), ('soup', 'NN'), ('wa', 'VBZ'), ('not', 'RB'), ('overly', 'RB'), ('salty', 'NN'), ('yet', 'RB'), ('very', 'RB'), ('Lower', 'JJR'), ('Pierce', 'NNP'), ('reservoir', 'NN'), ('is', 'VBZ'), ('round', 'VBN'), ('the', 'DT'), ('corner', 'NN'), ('very', 'RB'), ('scenic', 'JJ'), ('plenty', 'NN'), ('of', 'IN'), ('monkey', 'NN'), ('and', 'CC'), ('good', 'JJ'), ('for', 'IN'), ('a', 'DT'), ('stroll', 'NN'), ('albeit', 'RB'), ('very', 'RB'), ('humid', 'JJ'), ('It', 'PRP'), ('wa', 'VBZ'), ('full', 'JJ'), ('house', 'NN'), ('when', 'WRB'), ('I', 'PRP'), ('wa', 'VBP'), ('there', 'RB'), ('Will', 'NNP'), ('visit', 'NN'), ('again', 'RB')]]",0.44999999999999996
Semma Singapore,4,"Clean and neat Indian restaurant near spring leaf nature park. The coin prata was one of the best we had recently. They also serve different variety of thosai. The oothappam we had was good. Overall good selection if you are a meat and fish lover.

Exceptionally clean and good service",1.0,Clean and neat restaurant near spring leaf nature park The coin wa one of the best we had recently They also serve different variety of The we had wa good Overall good selection if you are a meat and fish lover Exceptionally clean and good service,"[[('Clean', 'JJ'), ('and', 'CC'), ('neat', 'JJ'), ('restaurant', 'NN'), ('near', 'IN'), ('spring', 'NN'), ('leaf', 'NN'), ('nature', 'NN'), ('park', 'VBZ'), ('The', 'DT'), ('coin', 'NN'), ('wa', 'VBD'), ('one', 'CD'), ('of', 'IN'), ('the', 'DT'), ('best', 'JJS'), ('we', 'PRP'), ('had', 'VBD'), ('recently', 'RB'), ('They', 'PRP'), ('also', 'RB'), ('serve', 'VBP'), ('different', 'JJ'), ('variety', 'NN'), ('of', 'IN'), ('The', 'DT'), ('we', 'PRP'), ('had', 'VBD'), ('wa', 'VBN'), ('good', 'JJ'), ('Overall', 'NNP'), ('good', 'JJ'), ('selection', 'NN'), ('if', 'IN'), ('you', 'PRP'), ('are', 'VBP'), ('a', 'DT'), ('meat', 'NN'), ('and', 'CC'), ('fish', 'JJ'), ('lover', 'NN'), ('Exceptionally', 'NNP'), ('clean', 'JJ'), ('and', 'CC'), ('good', 'JJ'), ('service', 'NN')]]",0.475
One Chuan,3,"The environment is comfortable and elegant, the meals are medium-level, the price is medium-high, and a comfortable place to chat and enjoy meals. Open until 10.45pm",1.0,The environment is comfortable and elegant the meal are the price is and a comfortable place to chat and enjoy meal Open until 1045pm,"[[('The', 'DT'), ('environment', 'NN'), ('is', 'VBZ'), ('comfortable', 'JJ'), ('and', 'CC'), ('elegant', 'JJ'), ('the', 'DT'), ('meal', 'NN'), ('are', 'VBP'), ('the', 'DT'), ('price', 'NN'), ('is', 'VBZ'), ('and', 'CC'), ('a', 'DT'), ('comfortable', 'JJ'), ('place', 'NN'), ('to', 'TO'), ('chat', 'VB'), ('and', 'CC'), ('enjoy', 'VB'), ('meal', 'JJ'), ('Open', 'NNP'), ('until', 'IN'), ('1045pm', 'CD')]]",0.72
Din Tai Fung,4,There is no prior booking of table for lunch or dinner. Need to register and will given a queue number. Waiting time about 20 to 30 minutes depending on the crowd on that day.  While waiting you can choose your dish from the given menu list. This queue system is very good. Place is cosy and clean. The service is good and food serve very fast. We like the fried rice with chicken meat which is thick and plenty. Will come again with family.,1.0,There is no prior booking of table for lunch or dinner Need to register and will given a queue number Waiting time about 20 to 30 minute depending on the crowd on that day While waiting you can choose your dish from the given menu list This queue system is very good Place is cosy and clean The service is good and food serve very fast We like the fried rice with chicken meat which is thick and plenty Will come again with family,"[[('There', 'EX'), ('is', 'VBZ'), ('no', 'DT'), ('prior', 'JJ'), ('booking', 'NN'), ('of', 'IN'), ('table', 'NN'), ('for', 'IN'), ('lunch', 'NN'), ('or', 'CC'), ('dinner', 'NN'), ('Need', 'VBP'), ('to', 'TO'), ('register', 'VB'), ('and', 'CC'), ('will', 'MD'), ('given', 'VBN'), ('a', 'DT'), ('queue', 'JJ'), ('number', 'NN'), ('Waiting', 'NNP'), ('time', 'NN'), ('about', 'IN'), ('20', 'CD'), ('to', 'TO'), ('30', 'CD'), ('minute', 'NN'), ('depending', 'VBG'), ('on', 'IN'), ('the', 'DT'), ('crowd', 'NN'), ('on', 'IN'), ('that', 'DT'), ('day', 'NN'), ('While', 'IN'), ('waiting', 'VBG'), ('you', 'PRP'), ('can', 'MD'), ('choose', 'VB'), ('your', 'PRP$'), ('dish', 'NN'), ('from', 'IN'), ('the', 'DT'), ('given', 'VBN'), ('menu', 'NN'), ('list', 'NN'), ('This', 'DT'), ('queue', 'NN'), ('system', 'NN'), ('is', 'VBZ'), ('very', 'RB'), ('good', 'JJ'), ('Place', 'NN'), ('is', 'VBZ'), ('cosy', 'JJ'), ('and', 'CC'), ('clean', 'JJ'), ('The', 'DT'), ('service', 'NN'), ('is', 'VBZ'), ('good', 'JJ'), ('and', 'CC'), ('food', 'NN'), ('serve', 'VBP'), ('very', 'RB'), ('fast', 'RB'), ('We', 'PRP'), ('like', 'VBP'), ('the', 'DT'), ('fried', 'JJ'), ('rice', 'NN'), ('with', 'IN'), ('chicken', 'NN'), ('meat', 'NN'), ('which', 'WDT'), ('is', 'VBZ'), ('thick', 'JJ'), ('and', 'CC'), ('plenty', 'NN'), ('Will', 'NNP'), ('come', 'VB'), ('again', 'RB'), ('with', 'IN'), ('family', 'NN')]]",0.6121428571428572
Malaysia Boleh,4,"At B2 of AMK hub, same level as ntuc fairprice.

Many choices of local n malaysian food at reasonable pricing compared to other eateries in the mall.

Went in the afternoon at about 1. 30pm, quite crowded but was able to find a seat within 10mins.

Economical rice- About 20-30 different dishes to choose from.. The veg n meat we chose were delicious. $6.50

Fish soup- Ordered double fish soup. Soup is tasty, fish was also fresh. Opted to add milk.. $8

Would love to come back again to try other food.",1.0,At B2 of hub same level a Many choice of local n food at reasonable to other eatery in the mall Went in the afternoon at about 1 30pm quite crowded but wa able to find a seat within 10mins Economical rice About 2030 different dish to choose from The n meat we chose were delicious 650 Fish soup Ordered double fish soup Soup is tasty fish wa also fresh to add milk 8 Would love to come back again to try other food,"[[('At', 'IN'), ('B2', 'NNP'), ('of', 'IN'), ('hub', 'JJ'), ('same', 'JJ'), ('level', 'NN'), ('a', 'DT'), ('Many', 'JJ'), ('choice', 'NN'), ('of', 'IN'), ('local', 'JJ'), ('n', 'FW'), ('food', 'NN'), ('at', 'IN'), ('reasonable', 'JJ'), ('to', 'TO'), ('other', 'JJ'), ('eatery', 'NN'), ('in', 'IN'), ('the', 'DT'), ('mall', 'NN'), ('Went', 'NNP'), ('in', 'IN'), ('the', 'DT'), ('afternoon', 'NN'), ('at', 'IN'), ('about', 'RB'), ('1', 'CD'), ('30pm', 'CD'), ('quite', 'RB'), ('crowded', 'VBN'), ('but', 'CC'), ('wa', 'RBR'), ('able', 'JJ'), ('to', 'TO'), ('find', 'VB'), ('a', 'DT'), ('seat', 'NN'), ('within', 'IN'), ('10mins', 'CD'), ('Economical', 'JJ'), ('rice', 'NN'), ('About', 'IN'), ('2030', 'CD'), ('different', 'JJ'), ('dish', 'NN'), ('to', 'TO'), ('choose', 'VB'), ('from', 'IN'), ('The', 'DT'), ('n', 'JJ'), ('meat', 'NN'), ('we', 'PRP'), ('chose', 'VBP'), ('were', 'VBD'), ('delicious', 'JJ'), ('650', 'CD'), ('Fish', 'JJ'), ('soup', 'NN'), ('Ordered', 'NNP'), ('double', 'JJ'), ('fish', 'NN'), ('soup', 'NN'), ('Soup', 'NNP'), ('is', 'VBZ'), ('tasty', 'JJ'), ('fish', 'NN'), ('wa', 'NN'), ('also', 'RB'), ('fresh', 'JJ'), ('to', 'TO'), ('add', 'VB'), ('milk', 'NN'), ('8', 'CD'), ('Would', 'MD'), ('love', 'VB'), ('to', 'TO'), ('come', 'VB'), ('back', 'RB'), ('again', 'RB'), ('to', 'TO'), ('try', 'VB'), ('other', 'JJ'), ('food', 'NN')]]",0.4428571428571428
Takagi Ramen - Ang Mo Kio,2,"Food was decent. But there was a fight among the staff during peak period lunch time. Fighting was pretty loud. Partly due to the overwhelming orders both walk-in customers and food delivery orders.

The worst part was that I overheard the kitchen staff telling one of the staff to inform the customer to get their food while calling the customers 白痴 (idiots).

Note: it’s a self service restaurant which people might not know and the self service counter is all the way at the back.

This incident occurred on Sunday, 10/04/2022,  1.45pm.",0.0,Food wa decent But there wa a fight among the staff during peak period lunch time Fighting wa pretty loud Partly due to the overwhelming order both customer and food delivery order The worst part wa that I the kitchen staff telling one of the staff to inform the customer to get their food while calling the customer idiot Note it  ’ s a self service restaurant which people might not know and the self service counter is all the way at the back This incident on 10042022 145pm,"[[('Food', 'NNP'), ('wa', 'NN'), ('decent', 'NN'), ('But', 'CC'), ('there', 'EX'), ('wa', 'VBZ'), ('a', 'DT'), ('fight', 'NN'), ('among', 'IN'), ('the', 'DT'), ('staff', 'NN'), ('during', 'IN'), ('peak', 'JJ'), ('period', 'NN'), ('lunch', 'NN'), ('time', 'NN'), ('Fighting', 'VBG'), ('wa', 'JJ'), ('pretty', 'RB'), ('loud', 'JJ'), ('Partly', 'RB'), ('due', 'JJ'), ('to', 'TO'), ('the', 'DT'), ('overwhelming', 'JJ'), ('order', 'NN'), ('both', 'DT'), ('customer', 'NN'), ('and', 'CC'), ('food', 'NN'), ('delivery', 'NN'), ('order', 'NN'), ('The', 'DT'), ('worst', 'JJS'), ('part', 'NN'), ('wa', 'NN'), ('that', 'WDT'), ('I', 'PRP'), ('the', 'DT'), ('kitchen', 'JJ'), ('staff', 'NN'), ('telling', 'VBG'), ('one', 'CD'), ('of', 'IN'), ('the', 'DT'), ('staff', 'NN'), ('to', 'TO'), ('inform', 'VB'), ('the', 'DT'), ('customer', 'NN'), ('to', 'TO'), ('get', 'VB'), ('their', 'PRP$'), ('food', 'NN'), ('while', 'IN'), ('calling', 'VBG'), ('the', 'DT'), ('customer', 'NN'), ('idiot', 'NN'), ('Note', 'NN'), ('it', 'PRP'), ('’', 'VBZ'), ('s', 'VBZ'), ('a', 'DT'), ('self', 'JJ'), ('service', 'NN'), ('restaurant', 'NN'), ('which', 'WDT'), ('people', 'NNS'), ('might', 'MD'), ('not', 'RB'), ('know', 'VB'), ('and', 'CC'), ('the', 'DT'), ('self', 'NN'), ('service', 'NN'), ('counter', 'NN'), ('is', 'VBZ'), ('all', 'PDT'), ('the', 'DT'), ('way', 'NN'), ('at', 'IN'), ('the', 'DT'), ('back', 'NN'), ('This', 'DT'), ('incident', 'NN'), ('on', 'IN'), ('10042022', 'CD'), ('145pm', 'CD')]]",0.7052083333333333
Selera Rasa Nasi Lemak,1,"Was having lunch here yesterday n specifically check with stall their opening time n was told Mon to Thur until 4pm, rest on Friday ONLY!
I just went to buy but don't have again. Guess will just strike it off my list",0.0,Was lunch here yesterday n specifically check with stall their opening time n wa told Mon to until 4pm rest on ONLY I just went to buy but dont have again Guess will just strike it off my list,"[[('Was', 'NNP'), ('lunch', 'NN'), ('here', 'RB'), ('yesterday', 'NN'), ('n', 'IN'), ('specifically', 'RB'), ('check', 'VB'), ('with', 'IN'), ('stall', 'PDT'), ('their', 'PRP$'), ('opening', 'JJ'), ('time', 'NN'), ('n', 'NN'), ('wa', 'NN'), ('told', 'VBD'), ('Mon', 'NNP'), ('to', 'TO'), ('until', 'IN'), ('4pm', 'CD'), ('rest', 'NN'), ('on', 'IN'), ('ONLY', 'NNP'), ('I', 'PRP'), ('just', 'RB'), ('went', 'VBD'), ('to', 'TO'), ('buy', 'VB'), ('but', 'CC'), ('dont', 'RB'), ('have', 'VBP'), ('again', 'RB'), ('Guess', 'NNP'), ('will', 'MD'), ('just', 'RB'), ('strike', 'VB'), ('it', 'PRP'), ('off', 'RP'), ('my', 'PRP$'), ('list', 'NN')]]",1.0
Grains & Hops Food Court Bistro,5,"Place has gone thru some reno, and signs of more reno being done, with the addition of some new shops. Today ordered food from Ya Long. Not disappointed. The white beehoon, veg dishes were all so good. Definitely will visit again to check out the new stores",1.0,Place ha gone some and sign of more being done with the addition of some new shop Today ordered food from Ya Long Not disappointed The white dish were all so good Definitely will visit again to check out the new store,"[[('Place', 'NN'), ('ha', 'NN'), ('gone', 'VBN'), ('some', 'DT'), ('and', 'CC'), ('sign', 'NN'), ('of', 'IN'), ('more', 'RBR'), ('being', 'VBG'), ('done', 'VBN'), ('with', 'IN'), ('the', 'DT'), ('addition', 'NN'), ('of', 'IN'), ('some', 'DT'), ('new', 'JJ'), ('shop', 'NN'), ('Today', 'NN'), ('ordered', 'VBD'), ('food', 'NN'), ('from', 'IN'), ('Ya', 'NNP'), ('Long', 'NNP'), ('Not', 'RB'), ('disappointed', 'VBD'), ('The', 'DT'), ('white', 'JJ'), ('dish', 'NN'), ('were', 'VBD'), ('all', 'DT'), ('so', 'RB'), ('good', 'JJ'), ('Definitely', 'NNP'), ('will', 'MD'), ('visit', 'VB'), ('again', 'RB'), ('to', 'TO'), ('check', 'VB'), ('out', 'RP'), ('the', 'DT'), ('new', 'JJ'), ('store', 'NN')]]",0.45738636363636365
Genki Sushi Jurong Point,5,amazing service staff thums up!!!! all my food arrived timely and the chawanmushi is better than sushiro! queue is long as expected but it was all worth it,1.0,amazing service staff up all my food timely and the is better than queue is long a but it wa all worth it,"[[('amazing', 'JJ'), ('service', 'NN'), ('staff', 'NN'), ('up', 'IN'), ('all', 'DT'), ('my', 'PRP$'), ('food', 'NN'), ('timely', 'RB'), ('and', 'CC'), ('the', 'DT'), ('is', 'VBZ'), ('better', 'JJR'), ('than', 'IN'), ('queue', 'NN'), ('is', 'VBZ'), ('long', 'RB'), ('a', 'DT'), ('but', 'CC'), ('it', 'PRP'), ('wa', 'VBZ'), ('all', 'DT'), ('worth', 'IN'), ('it', 'PRP')]]",0.475
Tasty Loong at Orto Park 龍鲜閣,2,"Food is just about average. Some dishes with interesting presentations but otherwise quite normal tasting, normal portion but double the usual zhi char price. Food serving and timing was bad even though there were only 5 tables other than …",0.0,Food is just about average Some dish with interesting presentation but otherwise quite normal tasting normal portion but double the usual char price Food serving and timing wa bad even though there were only 5 table other than  …,"[[('Food', 'NNP'), ('is', 'VBZ'), ('just', 'RB'), ('about', 'RB'), ('average', 'JJ'), ('Some', 'DT'), ('dish', 'JJ'), ('with', 'IN'), ('interesting', 'JJ'), ('presentation', 'NN'), ('but', 'CC'), ('otherwise', 'RB'), ('quite', 'RB'), ('normal', 'JJ'), ('tasting', 'VBG'), ('normal', 'JJ'), ('portion', 'NN'), ('but', 'CC'), ('double', 'JJ'), ('the', 'DT'), ('usual', 'JJ'), ('char', 'NN'), ('price', 'NN'), ('Food', 'NNP'), ('serving', 'NN'), ('and', 'CC'), ('timing', 'NN'), ('wa', 'NN'), ('bad', 'JJ'), ('even', 'RB'), ('though', 'IN'), ('there', 'EX'), ('were', 'VBD'), ('only', 'RB'), ('5', 'CD'), ('table', 'NN'), ('other', 'JJ'), ('than', 'IN'), ('…', 'NNS')]]",0.499074074074074
Shami Banana Leaf,5,Easily the best chicken Briyani I have had in Singapore. The mutton and fish curry is especially tasty. A great find near Sembawang and we will be sure to come back again! Absolutely delicious and great dining experience.,1.0,Easily the best chicken I have had in The mutton and fish curry is especially tasty A great find near and we will be sure to come back again Absolutely delicious and great dining experience,"[[('Easily', 'RB'), ('the', 'DT'), ('best', 'JJS'), ('chicken', 'NN'), ('I', 'PRP'), ('have', 'VBP'), ('had', 'VBN'), ('in', 'IN'), ('The', 'DT'), ('mutton', 'NN'), ('and', 'CC'), ('fish', 'JJ'), ('curry', 'NN'), ('is', 'VBZ'), ('especially', 'RB'), ('tasty', 'JJ'), ('A', 'NNP'), ('great', 'JJ'), ('find', 'NN'), ('near', 'IN'), ('and', 'CC'), ('we', 'PRP'), ('will', 'MD'), ('be', 'VB'), ('sure', 'JJ'), ('to', 'TO'), ('come', 'VB'), ('back', 'RB'), ('again', 'RB'), ('Absolutely', 'RB'), ('delicious', 'JJ'), ('and', 'CC'), ('great', 'JJ'), ('dining', 'NN'), ('experience', 'NN')]]",0.6872222222222222
Nandhana's @ Ang Mo Kio Djitsun mall,4,"Visited yesterday first time, food is gud but little pricy, especially filter coffee is very nice, thank you for the gud coffee",1.0,yesterday first time food is gud but little especially filter coffee is very nice thank you for the gud coffee,"[[('yesterday', 'NN'), ('first', 'JJ'), ('time', 'NN'), ('food', 'NN'), ('is', 'VBZ'), ('gud', 'JJ'), ('but', 'CC'), ('little', 'JJ'), ('especially', 'RB'), ('filter', 'JJ'), ('coffee', 'NN'), ('is', 'VBZ'), ('very', 'RB'), ('nice', 'JJ'), ('thank', 'NN'), ('you', 'PRP'), ('for', 'IN'), ('the', 'DT'), ('gud', 'NN'), ('coffee', 'NN')]]",0.7083333333333333
BangKok J.N Thaifood,4,"Steam fish was very good, ok for others such as tang hoon salad (too spicy, suggest to deliberately say low low spice if you wish), 'deep fried pork with rice' is ok, rice was rather hard.",1.0,Steam fish wa very good for such a tang hoon salad too spicy suggest to deliberately say low low spice if you wish deep fried pork with rice is rice wa rather hard,"[[('Steam', 'NNP'), ('fish', 'NN'), ('wa', 'NN'), ('very', 'RB'), ('good', 'JJ'), ('for', 'IN'), ('such', 'JJ'), ('a', 'DT'), ('tang', 'NN'), ('hoon', 'NN'), ('salad', 'VBD'), ('too', 'RB'), ('spicy', 'JJ'), ('suggest', 'VBP'), ('to', 'TO'), ('deliberately', 'RB'), ('say', 'VB'), ('low', 'JJ'), ('low', 'JJ'), ('spice', 'NN'), ('if', 'IN'), ('you', 'PRP'), ('wish', 'VBP'), ('deep', 'JJ'), ('fried', 'VBN'), ('pork', 'NN'), ('with', 'IN'), ('rice', 'NN'), ('is', 'VBZ'), ('rice', 'JJ'), ('wa', 'IN'), ('rather', 'RB'), ('hard', 'JJ')]]",0.4702777777777778
Ann’s Western Food,2,"I have ordered from this restaurant for the past 2 weeks through food panda. The food was quite tasty even though for some reason they always change my order due to having not enough stock on hand... especially the baked beans... Apparently no baked beans for the past week but its still listed in foodpanda...

Today i ordered again and the coleslaw tasted awful, very sour and presumably expired... I took the first bite and threw it away. The few times i ordered coleslaw from them, it tasted normal... but not today.

I hope that the restaurant does not keep food overnight and serve them to customers the next day... this poses a health risk.

I will probably still order from them again... but never the coleslaw after this event.",2.0,I have ordered from this restaurant for the past 2 week through food panda The food wa quite tasty even though for some reason they always change my order due to not enough stock on hand especially the baked bean Apparently no baked bean for the past week but it still listed in Today i ordered again and the coleslaw tasted awful very sour and presumably I took the first bite and threw it away The few time i ordered coleslaw from them it tasted normal but not today I hope that the restaurant doe not keep food overnight and serve them to customer the next day this pose a health risk I will probably still order from them again but never the coleslaw after this event,"[[('I', 'PRP'), ('have', 'VBP'), ('ordered', 'VBN'), ('from', 'IN'), ('this', 'DT'), ('restaurant', 'NN'), ('for', 'IN'), ('the', 'DT'), ('past', 'JJ'), ('2', 'CD'), ('week', 'NN'), ('through', 'IN'), ('food', 'NN'), ('panda', 'NN'), ('The', 'DT'), ('food', 'NN'), ('wa', 'NN'), ('quite', 'RB'), ('tasty', 'JJ'), ('even', 'RB'), ('though', 'IN'), ('for', 'IN'), ('some', 'DT'), ('reason', 'NN'), ('they', 'PRP'), ('always', 'RB'), ('change', 'VBP'), ('my', 'PRP$'), ('order', 'NN'), ('due', 'JJ'), ('to', 'TO'), ('not', 'RB'), ('enough', 'JJ'), ('stock', 'NN'), ('on', 'IN'), ('hand', 'NN'), ('especially', 'RB'), ('the', 'DT'), ('baked', 'JJ'), ('bean', 'NN'), ('Apparently', 'NNP'), ('no', 'DT'), ('baked', 'JJ'), ('bean', 'NN'), ('for', 'IN'), ('the', 'DT'), ('past', 'JJ'), ('week', 'NN'), ('but', 'CC'), ('it', 'PRP'), ('still', 'RB'), ('listed', 'VBD'), ('in', 'IN'), ('Today', 'NNP'), ('i', 'VBP'), ('ordered', 'VBN'), ('again', 'RB'), ('and', 'CC'), ('the', 'DT'), ('coleslaw', 'NN'), ('tasted', 'VBD'), ('awful', 'JJ'), ('very', 'RB'), ('sour', 'JJ'), ('and', 'CC'), ('presumably', 'RB'), ('I', 'PRP'), ('took', 'VBD'), ('the', 'DT'), ('first', 'JJ'), ('bite', 'NN'), ('and', 'CC'), ('threw', 'VBD'), ('it', 'PRP'), ('away', 'RP'), ('The', 'DT'), ('few', 'JJ'), ('time', 'NN'), ('i', 'NN'), ('ordered', 'VBD'), ('coleslaw', 'NN'), ('from', 'IN'), ('them', 'PRP'), ('it', 'PRP'), ('tasted', 'VBD'), ('normal', 'JJ'), ('but', 'CC'), ('not', 'RB'), ('today', 'NN'), ('I', 'PRP'), ('hope', 'VBP'), ('that', 'IN'), ('the', 'DT'), ('restaurant', 'NN'), ('doe', 'NN'), ('not', 'RB'), ('keep', 'VB'), ('food', 'NN'), ('overnight', 'NN'), ('and', 'CC'), ('serve', 'VB'), ('them', 'PRP'), ('to', 'TO'), ('customer', 'NN'), ('the', 'DT'), ('next', 'JJ'), ('day', 'NN'), ('this', 'DT'), ('pose', 'VBP'), ('a', 'DT'), ('health', 'NN'), ('risk', 'NN'), ('I', 'PRP'), ('will', 'MD'), ('probably', 'RB'), ('still', 'RB'), ('order', 'NN'), ('from', 'IN'), ('them', 'PRP'), ('again', 'RB'), ('but', 'CC'), ('never', 'RB'), ('the', 'DT'), ('coleslaw', 'NN'), ('after', 'IN'), ('this', 'DT'), ('event', 'NN')]]",0.4115277777777777
Kim Western Food,5,"“One cannot think well, love well, sleep well, if one has not dined well.”
This review was made possible by my HEX Crypto stakes. Hex.com",2.0, “ One can not think well love well sleep well if one ha not well  ” This review wa made possible by my HEX stake,"[[('“', 'IN'), ('One', 'CD'), ('can', 'MD'), ('not', 'RB'), ('think', 'VB'), ('well', 'RB'), ('love', 'RB'), ('well', 'RB'), ('sleep', 'RB'), ('well', 'RB'), ('if', 'IN'), ('one', 'CD'), ('ha', 'NN'), ('not', 'RB'), ('well', 'RB'), ('”', 'VB'), ('This', 'DT'), ('review', 'NN'), ('wa', 'NN'), ('made', 'VBD'), ('possible', 'JJ'), ('by', 'IN'), ('my', 'PRP$'), ('HEX', 'NNP'), ('stake', 'NN')]]",0.8
